{'max_epoch': 12, 'train_batch_size': 2, 'last_iter': 0, 'finetune_lr': 5e-05, 'scratch_lr': 0.0005, 'weight_decay': 0.0005, 'momentum': 0.9, 'snapshot': '', 'scale': 416, 'multi-scale': None, 'gpu': '0,1', 'multi-GPUs': False, 'fp16': True, 'warm_up_epochs': 3, 'seed': 2020}

iter: 2, bce1: 0.7427915, bce2: 0.7077565, bce3: 0.7096775, hinge1: 1.8482485, hinge2: 1.6870005, hinge3: 2.3776595, cla: 2.2900885, lr: 0.0000008
iter: 15367, bce1: 0.0260465, bce2: 0.0246465, bce3: 0.0259675, hinge1: 0.2536915, hinge2: 0.2513685, hinge3: 0.2497885, cla: 0.6071095, lr: 0.0000388
iter: 15368, bce1: 0.0260515, bce2: 0.0246605, bce3: 0.0259515, hinge1: 0.2536535, hinge2: 0.2513085, hinge3: 0.2497065, cla: 0.6065065, lr: 0.0000388
iter: 15369, bce1: 0.0260675, bce2: 0.0246735, bce3: 0.0259365, hinge1: 0.2538135, hinge2: 0.2512445, hinge3: 0.2495575, cla: 0.6060595, lr: 0.0000388
iter: 15370, bce1: 0.0260545, bce2: 0.0246615, bce3: 0.0259505, hinge1: 0.2539675, hinge2: 0.2514605, hinge3: 0.2494775, cla: 0.6054575, lr: 0.0000388
iter: 15371, bce1: 0.0260615, bce2: 0.0246615, bce3: 0.0260055, hinge1: 0.2539265, hinge2: 0.2513395, hinge3: 0.2493485, cla: 0.6048555, lr: 0.0000388
iter: 15372, bce1: 0.0260515, bce2: 0.0246495, bce3: 0.0259895, hinge1: 0.2537795, hinge2: 0.2512055, hinge3: 0.2492585, cla: 0.6045285, lr: 0.0000388
iter: 15373, bce1: 0.0260615, bce2: 0.0246645, bce3: 0.0259775, hinge1: 0.2537525, hinge2: 0.2511735, hinge3: 0.2492245, cla: 0.6039295, lr: 0.0000388
iter: 15374, bce1: 0.0260645, bce2: 0.0246625, bce3: 0.0259805, hinge1: 0.2536455, hinge2: 0.2510385, hinge3: 0.2493365, cla: 0.6033355, lr: 0.0000388
iter: 15375, bce1: 0.0260545, bce2: 0.0246535, bce3: 0.0259655, hinge1: 0.2534365, hinge2: 0.2508315, hinge3: 0.2493735, cla: 0.6027405, lr: 0.0000388
iter: 15376, bce1: 0.0260455, bce2: 0.0246405, bce3: 0.0259605, hinge1: 0.2533155, hinge2: 0.2506695, hinge3: 0.2494395, cla: 0.6021445, lr: 0.0000388
iter: 15377, bce1: 0.0260365, bce2: 0.0246285, bce3: 0.0259715, hinge1: 0.2531425, hinge2: 0.2505235, hinge3: 0.2498635, cla: 0.6016735, lr: 0.0000388
iter: 15378, bce1: 0.0260325, bce2: 0.0246285, bce3: 0.0259675, hinge1: 0.2531155, hinge2: 0.2505125, hinge3: 0.2497705, cla: 0.6010815, lr: 0.0000388
iter: 15379, bce1: 0.0260225, bce2: 0.0246305, bce3: 0.0259735, hinge1: 0.2530175, hinge2: 0.2505115, hinge3: 0.2497615, cla: 0.6174245, lr: 0.0000388
iter: 15380, bce1: 0.0260135, bce2: 0.0246205, bce3: 0.0259715, hinge1: 0.2529675, hinge2: 0.2504815, hinge3: 0.2496785, cla: 0.6168155, lr: 0.0000388
iter: 15381, bce1: 0.0260565, bce2: 0.0246405, bce3: 0.0259725, hinge1: 0.2529345, hinge2: 0.2504295, hinge3: 0.2494925, cla: 0.6171675, lr: 0.0000388
iter: 15382, bce1: 0.0260525, bce2: 0.0246435, bce3: 0.0259525, hinge1: 0.2527675, hinge2: 0.2503215, hinge3: 0.2495225, cla: 0.6165655, lr: 0.0000388
iter: 15383, bce1: 0.0260545, bce2: 0.0246505, bce3: 0.0259755, hinge1: 0.2527385, hinge2: 0.2502815, hinge3: 0.2493425, cla: 0.6159645, lr: 0.0000388
iter: 15384, bce1: 0.0260395, bce2: 0.0246385, bce3: 0.0259655, hinge1: 0.2525945, hinge2: 0.2501875, hinge3: 0.2493125, cla: 0.6153605, lr: 0.0000388
iter: 15385, bce1: 0.0260355, bce2: 0.0246375, bce3: 0.0259615, hinge1: 0.2525625, hinge2: 0.2500745, hinge3: 0.2492405, cla: 0.6147575, lr: 0.0000388
iter: 15386, bce1: 0.0260175, bce2: 0.0246315, bce3: 0.0259595, hinge1: 0.2526505, hinge2: 0.2509285, hinge3: 0.2491495, cla: 0.6141565, lr: 0.0000388
iter: 15387, bce1: 0.0260115, bce2: 0.0246335, bce3: 0.0259445, hinge1: 0.2527045, hinge2: 0.2509865, hinge3: 0.2491925, cla: 0.6135565, lr: 0.0000388
iter: 15388, bce1: 0.0260015, bce2: 0.0246265, bce3: 0.0259435, hinge1: 0.2525465, hinge2: 0.2508215, hinge3: 0.2491315, cla: 0.6129575, lr: 0.0000388
iter: 15389, bce1: 0.0260665, bce2: 0.0246965, bce3: 0.0259335, hinge1: 0.2526315, hinge2: 0.2508155, hinge3: 0.2491385, cla: 0.6123605, lr: 0.0000388
iter: 15390, bce1: 0.0260505, bce2: 0.0246835, bce3: 0.0259335, hinge1: 0.2525225, hinge2: 0.2507485, hinge3: 0.2490505, cla: 0.6119545, lr: 0.0000388
iter: 15391, bce1: 0.0261765, bce2: 0.0248155, bce3: 0.0259415, hinge1: 0.2523725, hinge2: 0.2505575, hinge3: 0.2490765, cla: 0.6113585, lr: 0.0000388
iter: 15392, bce1: 0.0261595, bce2: 0.0247995, bce3: 0.0259265, hinge1: 0.2525515, hinge2: 0.2507855, hinge3: 0.2489345, cla: 0.6107655, lr: 0.0000388
iter: 15393, bce1: 0.0261415, bce2: 0.0247835, bce3: 0.0259255, hinge1: 0.2526595, hinge2: 0.2509125, hinge3: 0.2489175, cla: 0.6101975, lr: 0.0000388
iter: 15394, bce1: 0.0261285, bce2: 0.0247705, bce3: 0.0259255, hinge1: 0.2529565, hinge2: 0.2510825, hinge3: 0.2489355, cla: 0.6096045, lr: 0.0000388
iter: 15395, bce1: 0.0261235, bce2: 0.0247695, bce3: 0.0259105, hinge1: 0.2528475, hinge2: 0.2510575, hinge3: 0.2492155, cla: 0.6090295, lr: 0.0000388
iter: 15396, bce1: 0.0261145, bce2: 0.0247565, bce3: 0.0260175, hinge1: 0.2526605, hinge2: 0.2508535, hinge3: 0.2492035, cla: 0.6084395, lr: 0.0000388
iter: 15397, bce1: 0.0261045, bce2: 0.0247545, bce3: 0.0260215, hinge1: 0.2524645, hinge2: 0.2506725, hinge3: 0.2491165, cla: 0.6078555, lr: 0.0000388
iter: 15398, bce1: 0.0261025, bce2: 0.0247525, bce3: 0.0260165, hinge1: 0.2524285, hinge2: 0.2506475, hinge3: 0.2490225, cla: 0.6073025, lr: 0.0000388
iter: 15399, bce1: 0.0261175, bce2: 0.0247645, bce3: 0.0260175, hinge1: 0.2524475, hinge2: 0.2506065, hinge3: 0.2489755, cla: 0.6067215, lr: 0.0000388
iter: 15400, bce1: 0.0261895, bce2: 0.0248305, bce3: 0.0260035, hinge1: 0.2523445, hinge2: 0.2505415, hinge3: 0.2490655, cla: 0.6061785, lr: 0.0000388
iter: 15401, bce1: 0.0262415, bce2: 0.0248895, bce3: 0.0260135, hinge1: 0.2524445, hinge2: 0.2506655, hinge3: 0.2489295, cla: 0.6057715, lr: 0.0000388
iter: 15402, bce1: 0.0262275, bce2: 0.0248785, bce3: 0.0259975, hinge1: 0.2528175, hinge2: 0.2506875, hinge3: 0.2488705, cla: 0.6073335, lr: 0.0000388
iter: 15403, bce1: 0.0262345, bce2: 0.0248825, bce3: 0.0259895, hinge1: 0.2529135, hinge2: 0.2508015, hinge3: 0.2487405, cla: 0.6067525, lr: 0.0000388
iter: 15404, bce1: 0.0262175, bce2: 0.0248675, bce3: 0.0259775, hinge1: 0.2528325, hinge2: 0.2508415, hinge3: 0.2486685, cla: 0.6063865, lr: 0.0000388
iter: 15405, bce1: 0.0262125, bce2: 0.0248725, bce3: 0.0259615, hinge1: 0.2527845, hinge2: 0.2507945, hinge3: 0.2488175, cla: 0.6058045, lr: 0.0000388
iter: 15406, bce1: 0.0262145, bce2: 0.0248775, bce3: 0.0259605, hinge1: 0.2526165, hinge2: 0.2506325, hinge3: 0.2486835, cla: 0.6052225, lr: 0.0000388
iter: 15407, bce1: 0.0262135, bce2: 0.0248715, bce3: 0.0259525, hinge1: 0.2525665, hinge2: 0.2505675, hinge3: 0.2487035, cla: 0.6046765, lr: 0.0000388
iter: 15408, bce1: 0.0262065, bce2: 0.0248685, bce3: 0.0259435, hinge1: 0.2527005, hinge2: 0.2507425, hinge3: 0.2485985, cla: 0.6041105, lr: 0.0000388
iter: 15409, bce1: 0.0262175, bce2: 0.0248765, bce3: 0.0259655, hinge1: 0.2527025, hinge2: 0.2507535, hinge3: 0.2484685, cla: 0.6035395, lr: 0.0000388
iter: 15410, bce1: 0.0262085, bce2: 0.0248745, bce3: 0.0259475, hinge1: 0.2525975, hinge2: 0.2506755, hinge3: 0.2483665, cla: 0.6030075, lr: 0.0000388
iter: 15411, bce1: 0.0262135, bce2: 0.0248775, bce3: 0.0260105, hinge1: 0.2525025, hinge2: 0.2505935, hinge3: 0.2482565, cla: 0.6024665, lr: 0.0000388
iter: 15412, bce1: 0.0262005, bce2: 0.0248665, bce3: 0.0260025, hinge1: 0.2524705, hinge2: 0.2505215, hinge3: 0.2482885, cla: 0.6018915, lr: 0.0000388
iter: 15413, bce1: 0.0261875, bce2: 0.0248605, bce3: 0.0259945, hinge1: 0.2524775, hinge2: 0.2505635, hinge3: 0.2480945, cla: 0.6013215, lr: 0.0000388
iter: 15414, bce1: 0.0261735, bce2: 0.0248495, bce3: 0.0259985, hinge1: 0.2524495, hinge2: 0.2504765, hinge3: 0.2481285, cla: 0.6008265, lr: 0.0000388
iter: 15415, bce1: 0.0261745, bce2: 0.0248385, bce3: 0.0259905, hinge1: 0.2524435, hinge2: 0.2504335, hinge3: 0.2479265, cla: 0.6003115, lr: 0.0000388
iter: 15416, bce1: 0.0261845, bce2: 0.0248605, bce3: 0.0260565, hinge1: 0.2526745, hinge2: 0.2506415, hinge3: 0.2479435, cla: 0.5997785, lr: 0.0000388
iter: 15417, bce1: 0.0261835, bce2: 0.0248565, bce3: 0.0260465, hinge1: 0.2527525, hinge2: 0.2507365, hinge3: 0.2479075, cla: 0.5992155, lr: 0.0000388
iter: 15418, bce1: 0.0261765, bce2: 0.0248515, bce3: 0.0260385, hinge1: 0.2526855, hinge2: 0.2506695, hinge3: 0.2477025, cla: 0.5986475, lr: 0.0000388
iter: 15419, bce1: 0.0261775, bce2: 0.0248525, bce3: 0.0260325, hinge1: 0.2526965, hinge2: 0.2507645, hinge3: 0.2476475, cla: 0.5983025, lr: 0.0000388
iter: 15420, bce1: 0.0261715, bce2: 0.0248595, bce3: 0.0260205, hinge1: 0.2527435, hinge2: 0.2509635, hinge3: 0.2477835, cla: 0.5977355, lr: 0.0000388
iter: 15421, bce1: 0.0261565, bce2: 0.0248485, bce3: 0.0260105, hinge1: 0.2528845, hinge2: 0.2511395, hinge3: 0.2477185, cla: 0.5972215, lr: 0.0000388
iter: 15422, bce1: 0.0261495, bce2: 0.0248435, bce3: 0.0260075, hinge1: 0.2529275, hinge2: 0.2511885, hinge3: 0.2478225, cla: 0.5966565, lr: 0.0000388
iter: 15423, bce1: 0.0261425, bce2: 0.0248415, bce3: 0.0260075, hinge1: 0.2529435, hinge2: 0.2511785, hinge3: 0.2477465, cla: 0.5960925, lr: 0.0000388
iter: 15424, bce1: 0.0261665, bce2: 0.0248565, bce3: 0.0260025, hinge1: 0.2529535, hinge2: 0.2511285, hinge3: 0.2475455, cla: 0.5955305, lr: 0.0000388
iter: 15425, bce1: 0.0261575, bce2: 0.0248445, bce3: 0.0259985, hinge1: 0.2527745, hinge2: 0.2510085, hinge3: 0.2474715, cla: 0.5980235, lr: 0.0000388
iter: 15426, bce1: 0.0261415, bce2: 0.0248305, bce3: 0.0259905, hinge1: 0.2527455, hinge2: 0.2511035, hinge3: 0.2473815, cla: 0.5974625, lr: 0.0000388
iter: 15427, bce1: 0.0261695, bce2: 0.0248815, bce3: 0.0259845, hinge1: 0.2526345, hinge2: 0.2510815, hinge3: 0.2472405, cla: 0.5969005, lr: 0.0000388
iter: 15428, bce1: 0.0261625, bce2: 0.0248765, bce3: 0.0259705, hinge1: 0.2526305, hinge2: 0.2511115, hinge3: 0.2471855, cla: 0.5963945, lr: 0.0000388
iter: 15429, bce1: 0.0261735, bce2: 0.0248875, bce3: 0.0259585, hinge1: 0.2525925, hinge2: 0.2510305, hinge3: 0.2472215, cla: 0.5958355, lr: 0.0000388
iter: 15430, bce1: 0.0261755, bce2: 0.0248995, bce3: 0.0259405, hinge1: 0.2523805, hinge2: 0.2508135, hinge3: 0.2472395, cla: 0.5952975, lr: 0.0000388
iter: 15431, bce1: 0.0262555, bce2: 0.0249605, bce3: 0.0259455, hinge1: 0.2523465, hinge2: 0.2508185, hinge3: 0.2471765, cla: 0.5947385, lr: 0.0000388
iter: 15432, bce1: 0.0262665, bce2: 0.0249635, bce3: 0.0259375, hinge1: 0.2522315, hinge2: 0.2506845, hinge3: 0.2470325, cla: 0.5941825, lr: 0.0000388
iter: 15433, bce1: 0.0262485, bce2: 0.0249485, bce3: 0.0259345, hinge1: 0.2521485, hinge2: 0.2505815, hinge3: 0.2468795, cla: 0.5936255, lr: 0.0000388
iter: 15434, bce1: 0.0262325, bce2: 0.0249465, bce3: 0.0259175, hinge1: 0.2520715, hinge2: 0.2506335, hinge3: 0.2470805, cla: 0.5950655, lr: 0.0000388
iter: 15435, bce1: 0.0262235, bce2: 0.0250355, bce3: 0.0259065, hinge1: 0.2521495, hinge2: 0.2510625, hinge3: 0.2470245, cla: 0.5945095, lr: 0.0000388
iter: 15436, bce1: 0.0262105, bce2: 0.0250215, bce3: 0.0259045, hinge1: 0.2521435, hinge2: 0.2511025, hinge3: 0.2469405, cla: 0.5940255, lr: 0.0000388
iter: 15437, bce1: 0.0262745, bce2: 0.0250715, bce3: 0.0259075, hinge1: 0.2521255, hinge2: 0.2511105, hinge3: 0.2470165, cla: 0.5934715, lr: 0.0000388
iter: 15438, bce1: 0.0262665, bce2: 0.0250655, bce3: 0.0258935, hinge1: 0.2520455, hinge2: 0.2510415, hinge3: 0.2470865, cla: 0.5929185, lr: 0.0000388
iter: 15439, bce1: 0.0262625, bce2: 0.0250665, bce3: 0.0258865, hinge1: 0.2520655, hinge2: 0.2510285, hinge3: 0.2470095, cla: 0.5923785, lr: 0.0000388
iter: 15440, bce1: 0.0262485, bce2: 0.0250555, bce3: 0.0258735, hinge1: 0.2521035, hinge2: 0.2510995, hinge3: 0.2469895, cla: 0.5918275, lr: 0.0000388
iter: 15441, bce1: 0.0262395, bce2: 0.0250445, bce3: 0.0258635, hinge1: 0.2522255, hinge2: 0.2511565, hinge3: 0.2469935, cla: 0.5912815, lr: 0.0000388
iter: 15442, bce1: 0.0262395, bce2: 0.0250435, bce3: 0.0258615, hinge1: 0.2520655, hinge2: 0.2509725, hinge3: 0.2471255, cla: 0.5907995, lr: 0.0000388
iter: 15443, bce1: 0.0262245, bce2: 0.0250325, bce3: 0.0258545, hinge1: 0.2522385, hinge2: 0.2510495, hinge3: 0.2471915, cla: 0.5902515, lr: 0.0000388
iter: 15444, bce1: 0.0262375, bce2: 0.0250245, bce3: 0.0258505, hinge1: 0.2522045, hinge2: 0.2511445, hinge3: 0.2472335, cla: 0.5897115, lr: 0.0000388
iter: 15445, bce1: 0.0262355, bce2: 0.0250195, bce3: 0.0258335, hinge1: 0.2521175, hinge2: 0.2510495, hinge3: 0.2472665, cla: 0.5893185, lr: 0.0000388
iter: 15446, bce1: 0.0262475, bce2: 0.0250245, bce3: 0.0258795, hinge1: 0.2520495, hinge2: 0.2509655, hinge3: 0.2472925, cla: 0.5887735, lr: 0.0000388
iter: 15447, bce1: 0.0262435, bce2: 0.0250195, bce3: 0.0258825, hinge1: 0.2521905, hinge2: 0.2510235, hinge3: 0.2473825, cla: 0.5883755, lr: 0.0000388
iter: 15448, bce1: 0.0263145, bce2: 0.0251245, bce3: 0.0258855, hinge1: 0.2522055, hinge2: 0.2509455, hinge3: 0.2472735, cla: 0.5878735, lr: 0.0000388
iter: 15449, bce1: 0.0263035, bce2: 0.0251155, bce3: 0.0258755, hinge1: 0.2523025, hinge2: 0.2509805, hinge3: 0.2471365, cla: 0.5873595, lr: 0.0000388
iter: 15450, bce1: 0.0262945, bce2: 0.0251095, bce3: 0.0258695, hinge1: 0.2522995, hinge2: 0.2509925, hinge3: 0.2470135, cla: 0.5868205, lr: 0.0000388
iter: 15451, bce1: 0.0262825, bce2: 0.0250955, bce3: 0.0258555, hinge1: 0.2521655, hinge2: 0.2508635, hinge3: 0.2469245, cla: 0.5864215, lr: 0.0000388
iter: 15452, bce1: 0.0262705, bce2: 0.0250875, bce3: 0.0258425, hinge1: 0.2521195, hinge2: 0.2509325, hinge3: 0.2469365, cla: 0.5858835, lr: 0.0000388
iter: 15453, bce1: 0.0263395, bce2: 0.0251505, bce3: 0.0258565, hinge1: 0.2520205, hinge2: 0.2507775, hinge3: 0.2469635, cla: 0.5853485, lr: 0.0000388
iter: 15454, bce1: 0.0263415, bce2: 0.0251515, bce3: 0.0259095, hinge1: 0.2520425, hinge2: 0.2508685, hinge3: 0.2471235, cla: 0.5848505, lr: 0.0000388
iter: 15455, bce1: 0.0263275, bce2: 0.0251415, bce3: 0.0259105, hinge1: 0.2521945, hinge2: 0.2509215, hinge3: 0.2472175, cla: 0.5843135, lr: 0.0000388
iter: 15456, bce1: 0.0263155, bce2: 0.0251355, bce3: 0.0259265, hinge1: 0.2520945, hinge2: 0.2508285, hinge3: 0.2471235, cla: 0.5839315, lr: 0.0000388
iter: 15457, bce1: 0.0263045, bce2: 0.0251205, bce3: 0.0259225, hinge1: 0.2519995, hinge2: 0.2506725, hinge3: 0.2469445, cla: 0.5834375, lr: 0.0000388
iter: 15458, bce1: 0.0262895, bce2: 0.0251105, bce3: 0.0259195, hinge1: 0.2520895, hinge2: 0.2507825, hinge3: 0.2468745, cla: 0.5829045, lr: 0.0000388
iter: 15459, bce1: 0.0262735, bce2: 0.0251185, bce3: 0.0259165, hinge1: 0.2525555, hinge2: 0.2521175, hinge3: 0.2466825, cla: 0.5866385, lr: 0.0000388
iter: 15460, bce1: 0.0262655, bce2: 0.0251065, bce3: 0.0258995, hinge1: 0.2523775, hinge2: 0.2519225, hinge3: 0.2465405, cla: 0.5935035, lr: 0.0000388
iter: 15461, bce1: 0.0262635, bce2: 0.0251075, bce3: 0.0258965, hinge1: 0.2526295, hinge2: 0.2519215, hinge3: 0.2464135, cla: 0.5929635, lr: 0.0000388
iter: 15462, bce1: 0.0262615, bce2: 0.0251025, bce3: 0.0258885, hinge1: 0.2525855, hinge2: 0.2518345, hinge3: 0.2463775, cla: 0.5924235, lr: 0.0000388
iter: 15463, bce1: 0.0262695, bce2: 0.0250975, bce3: 0.0258765, hinge1: 0.2524685, hinge2: 0.2516735, hinge3: 0.2466595, cla: 0.5918835, lr: 0.0000388
iter: 15464, bce1: 0.0262625, bce2: 0.0250955, bce3: 0.0258715, hinge1: 0.2522715, hinge2: 0.2514845, hinge3: 0.2466765, cla: 0.5913465, lr: 0.0000388
iter: 15465, bce1: 0.0262475, bce2: 0.0250815, bce3: 0.0258755, hinge1: 0.2523005, hinge2: 0.2514215, hinge3: 0.2468845, cla: 0.5908125, lr: 0.0000388
iter: 15466, bce1: 0.0262395, bce2: 0.0250745, bce3: 0.0258675, hinge1: 0.2522055, hinge2: 0.2513325, hinge3: 0.2468265, cla: 0.5902755, lr: 0.0000388
iter: 15467, bce1: 0.0262255, bce2: 0.0250595, bce3: 0.0258665, hinge1: 0.2521395, hinge2: 0.2513945, hinge3: 0.2467665, cla: 0.5897415, lr: 0.0000388
iter: 15468, bce1: 0.0262105, bce2: 0.0250475, bce3: 0.0258695, hinge1: 0.2520965, hinge2: 0.2514355, hinge3: 0.2467185, cla: 0.5892085, lr: 0.0000388
iter: 15469, bce1: 0.0262005, bce2: 0.0250395, bce3: 0.0258635, hinge1: 0.2519735, hinge2: 0.2513095, hinge3: 0.2467745, cla: 0.5886755, lr: 0.0000388
iter: 15470, bce1: 0.0261885, bce2: 0.0250285, bce3: 0.0258525, hinge1: 0.2520995, hinge2: 0.2514855, hinge3: 0.2468755, cla: 0.5881425, lr: 0.0000388
iter: 15471, bce1: 0.0261875, bce2: 0.0250295, bce3: 0.0258445, hinge1: 0.2520325, hinge2: 0.2513945, hinge3: 0.2468265, cla: 0.5876155, lr: 0.0000388
iter: 15472, bce1: 0.0261835, bce2: 0.0250305, bce3: 0.0258515, hinge1: 0.2521995, hinge2: 0.2515295, hinge3: 0.2467235, cla: 0.5870865, lr: 0.0000388
iter: 15473, bce1: 0.0261815, bce2: 0.0250275, bce3: 0.0258445, hinge1: 0.2520285, hinge2: 0.2513515, hinge3: 0.2466815, cla: 0.5865565, lr: 0.0000388
iter: 15474, bce1: 0.0262255, bce2: 0.0250775, bce3: 0.0258785, hinge1: 0.2520495, hinge2: 0.2513735, hinge3: 0.2466705, cla: 0.5860335, lr: 0.0000388
iter: 15475, bce1: 0.0262155, bce2: 0.0250705, bce3: 0.0258635, hinge1: 0.2522105, hinge2: 0.2514245, hinge3: 0.2466655, cla: 0.5855315, lr: 0.0000388
iter: 15476, bce1: 0.0262015, bce2: 0.0250715, bce3: 0.0259165, hinge1: 0.2522845, hinge2: 0.2514195, hinge3: 0.2466175, cla: 0.5850095, lr: 0.0000388
iter: 15477, bce1: 0.0261965, bce2: 0.0250725, bce3: 0.0259095, hinge1: 0.2522725, hinge2: 0.2514025, hinge3: 0.2465025, cla: 0.5845305, lr: 0.0000388
iter: 15478, bce1: 0.0261905, bce2: 0.0250665, bce3: 0.0259005, hinge1: 0.2521725, hinge2: 0.2512895, hinge3: 0.2464915, cla: 0.5840055, lr: 0.0000388
iter: 15479, bce1: 0.0261725, bce2: 0.0250605, bce3: 0.0258995, hinge1: 0.2522885, hinge2: 0.2514805, hinge3: 0.2464935, cla: 0.5835045, lr: 0.0000388
iter: 15480, bce1: 0.0261685, bce2: 0.0250565, bce3: 0.0258905, hinge1: 0.2521075, hinge2: 0.2512825, hinge3: 0.2466155, cla: 0.5829805, lr: 0.0000388
iter: 15481, bce1: 0.0261785, bce2: 0.0250695, bce3: 0.0258785, hinge1: 0.2521885, hinge2: 0.2514685, hinge3: 0.2467805, cla: 0.5824585, lr: 0.0000388
iter: 15482, bce1: 0.0261635, bce2: 0.0250555, bce3: 0.0258885, hinge1: 0.2521065, hinge2: 0.2514545, hinge3: 0.2467185, cla: 0.5819405, lr: 0.0000388
iter: 15483, bce1: 0.0261685, bce2: 0.0250605, bce3: 0.0258735, hinge1: 0.2520535, hinge2: 0.2514085, hinge3: 0.2467445, cla: 0.5814195, lr: 0.0000388
iter: 15484, bce1: 0.0261625, bce2: 0.0250635, bce3: 0.0258695, hinge1: 0.2519315, hinge2: 0.2513275, hinge3: 0.2469315, cla: 0.5809005, lr: 0.0000388
iter: 15485, bce1: 0.0261475, bce2: 0.0250505, bce3: 0.0258665, hinge1: 0.2517965, hinge2: 0.2512085, hinge3: 0.2468515, cla: 0.5803915, lr: 0.0000388
iter: 15486, bce1: 0.0261395, bce2: 0.0250405, bce3: 0.0258555, hinge1: 0.2521785, hinge2: 0.2512195, hinge3: 0.2469745, cla: 0.5798745, lr: 0.0000388
iter: 15487, bce1: 0.0261265, bce2: 0.0250365, bce3: 0.0258425, hinge1: 0.2522125, hinge2: 0.2514715, hinge3: 0.2467845, cla: 0.5794485, lr: 0.0000388
iter: 15488, bce1: 0.0261175, bce2: 0.0250275, bce3: 0.0258315, hinge1: 0.2523165, hinge2: 0.2514075, hinge3: 0.2466085, cla: 0.5789335, lr: 0.0000388
iter: 15489, bce1: 0.0261135, bce2: 0.0250235, bce3: 0.0258295, hinge1: 0.2527555, hinge2: 0.2515375, hinge3: 0.2465535, cla: 0.5787765, lr: 0.0000388
iter: 15490, bce1: 0.0261135, bce2: 0.0250185, bce3: 0.0258195, hinge1: 0.2530445, hinge2: 0.2517815, hinge3: 0.2465275, cla: 0.5782785, lr: 0.0000388
iter: 15491, bce1: 0.0260955, bce2: 0.0250125, bce3: 0.0258085, hinge1: 0.2532625, hinge2: 0.2519265, hinge3: 0.2466265, cla: 0.5778265, lr: 0.0000388
iter: 15492, bce1: 0.0260885, bce2: 0.0250075, bce3: 0.0258085, hinge1: 0.2533395, hinge2: 0.2520575, hinge3: 0.2466905, cla: 0.5773165, lr: 0.0000388
iter: 15493, bce1: 0.0260775, bce2: 0.0249965, bce3: 0.0258015, hinge1: 0.2533085, hinge2: 0.2519945, hinge3: 0.2466395, cla: 0.5768055, lr: 0.0000388
iter: 15494, bce1: 0.0260905, bce2: 0.0250015, bce3: 0.0257985, hinge1: 0.2533225, hinge2: 0.2520765, hinge3: 0.2465885, cla: 0.5767035, lr: 0.0000388
iter: 15495, bce1: 0.0260825, bce2: 0.0249945, bce3: 0.0257895, hinge1: 0.2533095, hinge2: 0.2520425, hinge3: 0.2466625, cla: 0.5761925, lr: 0.0000388
iter: 15496, bce1: 0.0260985, bce2: 0.0250085, bce3: 0.0257805, hinge1: 0.2533495, hinge2: 0.2521335, hinge3: 0.2469445, cla: 0.5771405, lr: 0.0000388
iter: 15497, bce1: 0.0261035, bce2: 0.0250125, bce3: 0.0257775, hinge1: 0.2532985, hinge2: 0.2520585, hinge3: 0.2468955, cla: 0.5766565, lr: 0.0000388
iter: 15498, bce1: 0.0260905, bce2: 0.0249985, bce3: 0.0257745, hinge1: 0.2535355, hinge2: 0.2522335, hinge3: 0.2467805, cla: 0.5761495, lr: 0.0000388
iter: 15499, bce1: 0.0260895, bce2: 0.0250045, bce3: 0.0257765, hinge1: 0.2533575, hinge2: 0.2520685, hinge3: 0.2467495, cla: 0.5756575, lr: 0.0000388
iter: 15500, bce1: 0.0260975, bce2: 0.0250135, bce3: 0.0257685, hinge1: 0.2533575, hinge2: 0.2521275, hinge3: 0.2467355, cla: 0.5751575, lr: 0.0000388
iter: 15501, bce1: 0.0260905, bce2: 0.0250045, bce3: 0.0257625, hinge1: 0.2535705, hinge2: 0.2523885, hinge3: 0.2471095, cla: 0.5746525, lr: 0.0000388
iter: 15502, bce1: 0.0260855, bce2: 0.0249995, bce3: 0.0257695, hinge1: 0.2534395, hinge2: 0.2522385, hinge3: 0.2470975, cla: 0.5741525, lr: 0.0000388
iter: 15503, bce1: 0.0260765, bce2: 0.0249945, bce3: 0.0257785, hinge1: 0.2533075, hinge2: 0.2521495, hinge3: 0.2469955, cla: 0.5736555, lr: 0.0000388
iter: 15504, bce1: 0.0260675, bce2: 0.0249835, bce3: 0.0257695, hinge1: 0.2534175, hinge2: 0.2521735, hinge3: 0.2468205, cla: 0.5731535, lr: 0.0000388
iter: 15505, bce1: 0.0260715, bce2: 0.0249845, bce3: 0.0257705, hinge1: 0.2532665, hinge2: 0.2520425, hinge3: 0.2467415, cla: 0.5727655, lr: 0.0000388
iter: 15506, bce1: 0.0260615, bce2: 0.0249775, bce3: 0.0257625, hinge1: 0.2533425, hinge2: 0.2520795, hinge3: 0.2466335, cla: 0.5722645, lr: 0.0000388
iter: 15507, bce1: 0.0260495, bce2: 0.0249695, bce3: 0.0257505, hinge1: 0.2533735, hinge2: 0.2521615, hinge3: 0.2468805, cla: 0.5717835, lr: 0.0000388
iter: 15508, bce1: 0.0260425, bce2: 0.0249645, bce3: 0.0257415, hinge1: 0.2532895, hinge2: 0.2520945, hinge3: 0.2467665, cla: 0.5713415, lr: 0.0000388
iter: 15509, bce1: 0.0260275, bce2: 0.0249555, bce3: 0.0257315, hinge1: 0.2531735, hinge2: 0.2520855, hinge3: 0.2466945, cla: 0.5708555, lr: 0.0000388
